1,0.000,0.000,0.000,
2,0.023,2.053,1.846,DEXTRO
3,-0.037,2.055,1.948,D1
4,0.071,2.045,1.948,D2
5,0.076,2.090,1.796,D3
6,-0.032,2.100,1.796,D4
7,-0.513,-1.863,1.903,LEVO
8,-0.454,-1.862,2.005,L1
9,-0.562,-1.846,2.004,L2
10,-0.569,-1.902,1.855,L3
11,-0.460,-1.916,1.855,L4


dextro
-0.99574067  0.02631655 -0.08836260  0.02300000
 0.09219821  0.28421870 -0.95431610  2.05300000
 0.00000000 -0.95839823 -0.28543446  1.84600000
 0.00000000  0.00000000  0.00000000  1.00000000

levo
 0.99056815 -0.04332334  0.12999166 -0.51300000
-0.13694491 -0.34463012  0.92869595 -1.86300000
 0.00456483 -0.93773833 -0.34731253  1.90300000
 0.00000000  0.00000000  0.00000000  1.00000000
